,id,redshift,mass,simulation,snap,ax,rot
0,tSZ_sim=D15_snap=056_mass=14.65_reds=0.55_ax=x_rot=90,0.55,14.65,D15,056,x,90
0,tSZ_sim=D13_snap=048_mass=13.99_reds=0.76_ax=x_rot=270,0.76,13.99,D13,048,x,270
0,tSZ_sim=D22_snap=044_mass=14.34_reds=0.89_ax=y_rot=180,0.89,14.34,D22,044,y,180
0,tSZ_sim=D19_snap=052_mass=14.67_reds=0.65_ax=y_rot=0,0.65,14.67,D19,052,y,0
0,tSZ_sim=D23_snap=048_mass=13.98_reds=0.76_ax=y_rot=0,0.76,13.98,D23,048,y,0
0,tSZ_sim=D18_snap=056_mass=14.44_reds=0.55_ax=x_rot=90,0.55,14.44,D18,056,x,90
0,tSZ_sim=D28_snap=041_mass=13.93_reds=1.00_ax=z_rot=0,1.0,13.93,D28,041,z,0
0,tSZ_sim=D9_snap=056_mass=13.65_reds=0.55_ax=z_rot=270,0.55,13.65,D9,056,z,270
0,tSZ_sim=D10_snap=056_mass=14.45_reds=0.55_ax=y_rot=270,0.55,14.45,D10,056,y,270
0,tSZ_sim=D21_snap=040_mass=14.37_reds=1.05_ax=z_rot=180,1.05,14.37,D21,040,z,180
0,tSZ_sim=D12_snap=052_mass=14.25_reds=0.65_ax=y_rot=90,0.65,14.25,D12,052,y,90
0,tSZ_sim=D15_snap=048_mass=14.55_reds=0.76_ax=x_rot=180,0.76,14.55,D15,048,x,180
0,tSZ_sim=D27_snap=060_mass=14.59_reds=0.46_ax=x_rot=90,0.46,14.59,D27,060,x,90
0,tSZ_sim=D21_snap=036_mass=14.25_reds=1.48_ax=y_rot=90,1.48,14.25,D21,036,y,90
0,tSZ_sim=D14_snap=044_mass=14.48_reds=0.89_ax=x_rot=270,0.89,14.48,D14,044,x,270
0,tSZ_sim=D10_snap=056_mass=14.45_reds=0.55_ax=x_rot=180,0.55,14.45,D10,056,x,180
0,tSZ_sim=D14_snap=072_mass=14.92_reds=0.25_ax=x_rot=270,0.25,14.92,D14,072,x,270
0,tSZ_sim=D16_snap=056_mass=14.68_reds=0.55_ax=y_rot=0,0.55,14.68,D16,056,y,0
0,tSZ_sim=D26_snap=084_mass=14.94_reds=0.08_ax=x_rot=180,0.08,14.94,D26,084,x,180
0,tSZ_sim=D14_snap=088_mass=15.00_reds=0.03_ax=z_rot=180,0.03,15.0,D14,088,z,180
0,tSZ_sim=D9_snap=084_mass=13.87_reds=0.08_ax=y_rot=180,0.08,13.87,D9,084,y,180
0,tSZ_sim=D9_snap=032_mass=13.08_reds=2.00_ax=z_rot=270,2.0,13.08,D9,032,z,270
0,tSZ_sim=D10_snap=052_mass=14.41_reds=0.65_ax=z_rot=180,0.65,14.41,D10,052,z,180
0,tSZ_sim=D7_snap=032_mass=13.76_reds=2.01_ax=z_rot=180,2.01,13.76,D7,032,z,180
0,tSZ_sim=D8_snap=032_mass=13.64_reds=2.00_ax=x_rot=270,2.0,13.64,D8,032,x,270
0,tSZ_sim=D6_snap=052_mass=14.45_reds=0.65_ax=y_rot=0,0.65,14.45,D6,052,y,0
0,tSZ_sim=D10_snap=036_mass=14.05_reds=1.48_ax=y_rot=270,1.48,14.05,D10,036,y,270
0,tSZ_sim=D6_snap=040_mass=14.10_reds=1.05_ax=x_rot=180,1.05,14.1,D6,040,x,180
0,tSZ_sim=D28_snap=076_mass=14.85_reds=0.19_ax=z_rot=90,0.19,14.85,D28,076,z,90
0,tSZ_sim=D13_snap=084_mass=14.55_reds=0.08_ax=z_rot=180,0.08,14.55,D13,084,z,180
0,tSZ_sim=D8_snap=041_mass=13.87_reds=1.00_ax=y_rot=270,1.0,13.87,D8,041,y,270
0,tSZ_sim=D20_snap=032_mass=14.04_reds=2.01_ax=x_rot=0,2.01,14.04,D20,032,x,0
0,tSZ_sim=D11_snap=060_mass=14.70_reds=0.46_ax=x_rot=180,0.46,14.7,D11,060,x,180
0,tSZ_sim=D2_snap=084_mass=14.38_reds=0.08_ax=z_rot=90,0.08,14.38,D2,084,z,90
0,tSZ_sim=D23_snap=076_mass=14.51_reds=0.19_ax=y_rot=90,0.19,14.51,D23,076,y,90
0,tSZ_sim=D27_snap=068_mass=14.78_reds=0.31_ax=y_rot=180,0.31,14.78,D27,068,y,180
0,tSZ_sim=D13_snap=060_mass=14.30_reds=0.46_ax=x_rot=90,0.46,14.3,D13,060,x,90
0,tSZ_sim=D2_snap=068_mass=14.21_reds=0.31_ax=x_rot=180,0.31,14.21,D2,068,x,180
0,tSZ_sim=D27_snap=041_mass=14.26_reds=1.00_ax=y_rot=270,1.0,14.26,D27,041,y,270
0,tSZ_sim=D25_snap=084_mass=14.52_reds=0.08_ax=y_rot=90,0.08,14.52,D25,084,y,90
0,tSZ_sim=D26_snap=080_mass=14.86_reds=0.13_ax=y_rot=180,0.13,14.86,D26,080,y,180
0,tSZ_sim=D21_snap=080_mass=14.74_reds=0.13_ax=y_rot=270,0.13,14.74,D21,080,y,270
0,tSZ_sim=D1_snap=072_mass=14.87_reds=0.25_ax=y_rot=270,0.25,14.87,D1,072,y,270
0,tSZ_sim=D14_snap=032_mass=13.76_reds=2.01_ax=y_rot=90,2.01,13.76,D14,032,y,90
0,tSZ_sim=D2_snap=056_mass=14.17_reds=0.55_ax=x_rot=270,0.55,14.17,D2,056,x,270
0,tSZ_sim=D18_snap=072_mass=14.67_reds=0.25_ax=z_rot=180,0.25,14.67,D18,072,z,180
0,tSZ_sim=D17_snap=052_mass=14.25_reds=0.65_ax=z_rot=180,0.65,14.25,D17,052,z,180
0,tSZ_sim=D5_snap=064_mass=13.93_reds=0.38_ax=z_rot=0,0.38,13.93,D5,064,z,0
0,tSZ_sim=D3_snap=068_mass=14.49_reds=0.31_ax=z_rot=270,0.31,14.49,D3,068,z,270
0,tSZ_sim=D18_snap=044_mass=14.30_reds=0.89_ax=x_rot=180,0.89,14.3,D18,044,x,180
0,tSZ_sim=D23_snap=041_mass=13.95_reds=1.00_ax=z_rot=90,1.0,13.95,D23,041,z,90
0,tSZ_sim=D27_snap=084_mass=15.00_reds=0.08_ax=y_rot=180,0.08,15.0,D27,084,y,180
0,tSZ_sim=D10_snap=072_mass=14.75_reds=0.25_ax=z_rot=90,0.25,14.75,D10,072,z,90
0,tSZ_sim=D24_snap=032_mass=13.84_reds=2.01_ax=z_rot=270,2.01,13.84,D24,032,z,270
0,tSZ_sim=D20_snap=080_mass=15.03_reds=0.13_ax=y_rot=90,0.13,15.03,D20,080,y,90
0,tSZ_sim=D15_snap=032_mass=13.75_reds=2.01_ax=z_rot=180,2.01,13.75,D15,032,z,180
0,tSZ_sim=D28_snap=084_mass=14.79_reds=0.08_ax=z_rot=180,0.08,14.79,D28,084,z,180
0,tSZ_sim=D15_snap=076_mass=14.78_reds=0.19_ax=z_rot=90,0.19,14.78,D15,076,z,90
0,tSZ_sim=D26_snap=041_mass=14.57_reds=1.00_ax=x_rot=90,1.0,14.57,D26,041,x,90
0,tSZ_sim=D19_snap=032_mass=13.47_reds=2.01_ax=z_rot=0,2.01,13.47,D19,032,z,0
0,tSZ_sim=D19_snap=084_mass=14.88_reds=0.08_ax=y_rot=180,0.08,14.88,D19,084,y,180
0,tSZ_sim=D27_snap=041_mass=14.26_reds=1.00_ax=z_rot=180,1.0,14.26,D27,041,z,180
0,tSZ_sim=D21_snap=040_mass=14.37_reds=1.05_ax=y_rot=180,1.05,14.37,D21,040,y,180
0,tSZ_sim=D12_snap=076_mass=14.64_reds=0.19_ax=x_rot=180,0.19,14.64,D12,076,x,180
0,tSZ_sim=D23_snap=060_mass=14.30_reds=0.46_ax=y_rot=90,0.46,14.3,D23,060,y,90
0,tSZ_sim=D4_snap=036_mass=13.19_reds=1.48_ax=x_rot=180,1.48,13.19,D4,036,x,180
0,tSZ_sim=D14_snap=068_mass=14.92_reds=0.31_ax=x_rot=180,0.31,14.92,D14,068,x,180
0,tSZ_sim=D2_snap=056_mass=14.17_reds=0.55_ax=x_rot=0,0.55,14.17,D2,056,x,0
0,tSZ_sim=D19_snap=056_mass=14.72_reds=0.55_ax=y_rot=270,0.55,14.72,D19,056,y,270
0,tSZ_sim=D11_snap=088_mass=14.77_reds=0.03_ax=y_rot=90,0.03,14.77,D11,088,y,90
0,tSZ_sim=D13_snap=088_mass=14.84_reds=0.03_ax=z_rot=180,0.03,14.84,D13,088,z,180
0,tSZ_sim=D12_snap=040_mass=13.96_reds=1.05_ax=y_rot=270,1.05,13.96,D12,040,y,270
0,tSZ_sim=D26_snap=052_mass=14.62_reds=0.65_ax=z_rot=180,0.65,14.62,D26,052,z,180
0,tSZ_sim=D2_snap=052_mass=14.14_reds=0.65_ax=x_rot=270,0.65,14.14,D2,052,x,270
0,tSZ_sim=D7_snap=064_mass=14.90_reds=0.39_ax=y_rot=270,0.39,14.9,D7,064,y,270
0,tSZ_sim=D21_snap=040_mass=14.37_reds=1.05_ax=y_rot=270,1.05,14.37,D21,040,y,270
0,tSZ_sim=D8_snap=060_mass=14.03_reds=0.46_ax=z_rot=270,0.46,14.03,D8,060,z,270
0,tSZ_sim=D9_snap=041_mass=13.48_reds=1.00_ax=x_rot=180,1.0,13.48,D9,041,x,180
0,tSZ_sim=D7_snap=068_mass=14.82_reds=0.31_ax=y_rot=90,0.31,14.82,D7,068,y,90
0,tSZ_sim=D5_snap=084_mass=13.82_reds=0.08_ax=y_rot=0,0.08,13.82,D5,084,y,0
0,tSZ_sim=D28_snap=080_mass=14.77_reds=0.13_ax=y_rot=270,0.13,14.77,D28,080,y,270
0,tSZ_sim=D16_snap=032_mass=13.79_reds=2.01_ax=z_rot=180,2.01,13.79,D16,032,z,180
0,tSZ_sim=D26_snap=040_mass=14.58_reds=1.05_ax=y_rot=270,1.05,14.58,D26,040,y,270
0,tSZ_sim=D6_snap=044_mass=14.17_reds=0.89_ax=z_rot=90,0.89,14.17,D6,044,z,90
0,tSZ_sim=D14_snap=036_mass=14.15_reds=1.48_ax=y_rot=90,1.48,14.15,D14,036,y,90
0,tSZ_sim=D10_snap=076_mass=14.77_reds=0.19_ax=x_rot=0,0.19,14.77,D10,076,x,0
0,tSZ_sim=D13_snap=084_mass=14.55_reds=0.08_ax=y_rot=180,0.08,14.55,D13,084,y,180
0,tSZ_sim=D13_snap=060_mass=14.30_reds=0.46_ax=z_rot=180,0.46,14.3,D13,060,z,180
0,tSZ_sim=D27_snap=044_mass=14.28_reds=0.89_ax=x_rot=0,0.89,14.28,D27,044,x,0
0,tSZ_sim=D2_snap=036_mass=13.69_reds=1.48_ax=z_rot=180,1.48,13.69,D2,036,z,180
0,tSZ_sim=D28_snap=041_mass=13.93_reds=1.00_ax=y_rot=0,1.0,13.93,D28,041,y,0
0,tSZ_sim=D22_snap=072_mass=15.05_reds=0.25_ax=z_rot=270,0.25,15.05,D22,072,z,270
0,tSZ_sim=D12_snap=040_mass=13.96_reds=1.05_ax=z_rot=270,1.05,13.96,D12,040,z,270
0,tSZ_sim=D25_snap=036_mass=13.39_reds=1.48_ax=x_rot=180,1.48,13.39,D25,036,x,180
0,tSZ_sim=D1_snap=036_mass=13.63_reds=1.48_ax=z_rot=180,1.48,13.63,D1,036,z,180
0,tSZ_sim=D4_snap=072_mass=14.16_reds=0.25_ax=y_rot=90,0.25,14.16,D4,072,y,90
0,tSZ_sim=D15_snap=032_mass=13.75_reds=2.01_ax=z_rot=0,2.01,13.75,D15,032,z,0
0,tSZ_sim=D17_snap=056_mass=14.22_reds=0.55_ax=y_rot=90,0.55,14.22,D17,056,y,90
0,tSZ_sim=D28_snap=036_mass=13.74_reds=1.48_ax=y_rot=180,1.48,13.74,D28,036,y,180
0,tSZ_sim=D22_snap=052_mass=14.97_reds=0.65_ax=x_rot=90,0.65,14.97,D22,052,x,90
0,tSZ_sim=D27_snap=084_mass=15.00_reds=0.08_ax=x_rot=90,0.08,15.0,D27,084,x,90
0,tSZ_sim=D13_snap=084_mass=14.55_reds=0.08_ax=z_rot=0,0.08,14.55,D13,084,z,0
0,tSZ_sim=D23_snap=044_mass=13.77_reds=0.89_ax=y_rot=180,0.89,13.77,D23,044,y,180
0,tSZ_sim=D17_snap=052_mass=14.25_reds=0.65_ax=x_rot=180,0.65,14.25,D17,052,x,180
0,tSZ_sim=D7_snap=056_mass=14.48_reds=0.55_ax=z_rot=270,0.55,14.48,D7,056,z,270
0,tSZ_sim=D16_snap=076_mass=14.86_reds=0.19_ax=x_rot=0,0.19,14.86,D16,076,x,0
0,tSZ_sim=D7_snap=080_mass=14.81_reds=0.13_ax=z_rot=180,0.13,14.81,D7,080,z,180
0,tSZ_sim=D8_snap=052_mass=13.56_reds=0.65_ax=x_rot=270,0.65,13.56,D8,052,x,270
0,tSZ_sim=D26_snap=040_mass=14.58_reds=1.05_ax=x_rot=90,1.05,14.58,D26,040,x,90
0,tSZ_sim=D28_snap=048_mass=14.01_reds=0.76_ax=y_rot=0,0.76,14.01,D28,048,y,0
0,tSZ_sim=D17_snap=048_mass=14.14_reds=0.76_ax=x_rot=90,0.76,14.14,D17,048,x,90
0,tSZ_sim=D26_snap=072_mass=14.74_reds=0.25_ax=z_rot=90,0.25,14.74,D26,072,z,90
0,tSZ_sim=D27_snap=060_mass=14.59_reds=0.46_ax=x_rot=270,0.46,14.59,D27,060,x,270
0,tSZ_sim=D22_snap=041_mass=14.32_reds=1.00_ax=y_rot=270,1.0,14.32,D22,041,y,270
0,tSZ_sim=D16_snap=048_mass=14.64_reds=0.76_ax=y_rot=0,0.76,14.64,D16,048,y,0
0,tSZ_sim=D11_snap=036_mass=13.71_reds=1.48_ax=x_rot=0,1.48,13.71,D11,036,x,0
0,tSZ_sim=D23_snap=052_mass=14.03_reds=0.65_ax=y_rot=270,0.65,14.03,D23,052,y,270
0,tSZ_sim=D21_snap=084_mass=14.77_reds=0.08_ax=x_rot=90,0.08,14.77,D21,084,x,90
0,tSZ_sim=D26_snap=068_mass=14.72_reds=0.31_ax=x_rot=270,0.31,14.72,D26,068,x,270
0,tSZ_sim=D28_snap=056_mass=14.21_reds=0.55_ax=z_rot=90,0.55,14.21,D28,056,z,90
0,tSZ_sim=D8_snap=084_mass=14.31_reds=0.08_ax=z_rot=180,0.08,14.31,D8,084,z,180
0,tSZ_sim=D2_snap=041_mass=13.96_reds=1.00_ax=y_rot=270,1.0,13.96,D2,041,y,270
0,tSZ_sim=D26_snap=064_mass=14.71_reds=0.39_ax=z_rot=0,0.39,14.71,D26,064,z,0
0,tSZ_sim=D21_snap=084_mass=14.77_reds=0.08_ax=y_rot=270,0.08,14.77,D21,084,y,270
0,tSZ_sim=D4_snap=041_mass=13.37_reds=1.00_ax=x_rot=0,1.0,13.37,D4,041,x,0
0,tSZ_sim=D21_snap=041_mass=14.37_reds=1.00_ax=z_rot=90,1.0,14.37,D21,041,z,90
0,tSZ_sim=D25_snap=064_mass=14.21_reds=0.38_ax=z_rot=180,0.38,14.21,D25,064,z,180
0,tSZ_sim=D5_snap=036_mass=13.42_reds=1.48_ax=y_rot=270,1.48,13.42,D5,036,y,270
0,tSZ_sim=D23_snap=072_mass=14.53_reds=0.25_ax=x_rot=90,0.25,14.53,D23,072,x,90
0,tSZ_sim=D9_snap=060_mass=13.73_reds=0.46_ax=x_rot=90,0.46,13.73,D9,060,x,90
0,tSZ_sim=D12_snap=088_mass=15.07_reds=0.03_ax=y_rot=90,0.03,15.07,D12,088,y,90
0,tSZ_sim=D22_snap=084_mass=15.03_reds=0.08_ax=y_rot=90,0.08,15.03,D22,084,y,90
0,tSZ_sim=D1_snap=072_mass=14.87_reds=0.25_ax=z_rot=270,0.25,14.87,D1,072,z,270
0,tSZ_sim=D13_snap=040_mass=13.98_reds=1.05_ax=z_rot=0,1.05,13.98,D13,040,z,0
0,tSZ_sim=D26_snap=056_mass=14.69_reds=0.55_ax=x_rot=270,0.55,14.69,D26,056,x,270
0,tSZ_sim=D10_snap=036_mass=14.05_reds=1.48_ax=x_rot=0,1.48,14.05,D10,036,x,0
0,tSZ_sim=D2_snap=048_mass=14.14_reds=0.76_ax=x_rot=90,0.76,14.14,D2,048,x,90
0,tSZ_sim=D5_snap=040_mass=13.47_reds=1.05_ax=z_rot=0,1.05,13.47,D5,040,z,0
0,tSZ_sim=D1_snap=036_mass=13.63_reds=1.48_ax=x_rot=180,1.48,13.63,D1,036,x,180
0,tSZ_sim=D6_snap=068_mass=14.64_reds=0.31_ax=y_rot=270,0.31,14.64,D6,068,y,270
0,tSZ_sim=D5_snap=076_mass=13.85_reds=0.19_ax=y_rot=180,0.19,13.85,D5,076,y,180
0,tSZ_sim=D13_snap=040_mass=13.98_reds=1.05_ax=y_rot=0,1.05,13.98,D13,040,y,0
0,tSZ_sim=D18_snap=080_mass=14.71_reds=0.13_ax=z_rot=180,0.13,14.71,D18,080,z,180
0,tSZ_sim=D18_snap=072_mass=14.67_reds=0.25_ax=y_rot=180,0.25,14.67,D18,072,y,180
0,tSZ_sim=D2_snap=076_mass=14.31_reds=0.19_ax=y_rot=180,0.19,14.31,D2,076,y,180
0,tSZ_sim=D16_snap=068_mass=14.84_reds=0.31_ax=x_rot=270,0.31,14.84,D16,068,x,270
0,tSZ_sim=D20_snap=076_mass=14.93_reds=0.19_ax=x_rot=90,0.19,14.93,D20,076,x,90
0,tSZ_sim=D16_snap=088_mass=15.18_reds=0.03_ax=y_rot=0,0.03,15.18,D16,088,y,0
0,tSZ_sim=D24_snap=088_mass=14.90_reds=0.03_ax=x_rot=270,0.03,14.9,D24,088,x,270
0,tSZ_sim=D26_snap=060_mass=14.74_reds=0.46_ax=z_rot=0,0.46,14.74,D26,060,z,0
0,tSZ_sim=D6_snap=044_mass=14.17_reds=0.89_ax=z_rot=180,0.89,14.17,D6,044,z,180
0,tSZ_sim=D8_snap=080_mass=14.50_reds=0.13_ax=z_rot=90,0.13,14.5,D8,080,z,90
0,tSZ_sim=D23_snap=048_mass=13.98_reds=0.76_ax=y_rot=270,0.76,13.98,D23,048,y,270
0,tSZ_sim=D19_snap=076_mass=14.79_reds=0.19_ax=z_rot=270,0.19,14.79,D19,076,z,270
0,tSZ_sim=D23_snap=041_mass=13.95_reds=1.00_ax=y_rot=270,1.0,13.95,D23,041,y,270
0,tSZ_sim=D27_snap=056_mass=14.71_reds=0.55_ax=x_rot=270,0.55,14.71,D27,056,x,270
0,tSZ_sim=D14_snap=056_mass=14.61_reds=0.55_ax=y_rot=0,0.55,14.61,D14,056,y,0
0,tSZ_sim=D19_snap=088_mass=14.84_reds=0.03_ax=z_rot=90,0.03,14.84,D19,088,z,90
0,tSZ_sim=D16_snap=068_mass=14.84_reds=0.31_ax=x_rot=180,0.31,14.84,D16,068,x,180
0,tSZ_sim=D23_snap=080_mass=14.53_reds=0.13_ax=x_rot=270,0.13,14.53,D23,080,x,270
0,tSZ_sim=D23_snap=036_mass=13.68_reds=1.48_ax=z_rot=90,1.48,13.68,D23,036,z,90
0,tSZ_sim=D21_snap=041_mass=14.37_reds=1.00_ax=z_rot=0,1.0,14.37,D21,041,z,0
0,tSZ_sim=D15_snap=060_mass=14.65_reds=0.46_ax=y_rot=90,0.46,14.65,D15,060,y,90
0,tSZ_sim=D8_snap=032_mass=13.64_reds=2.00_ax=x_rot=180,2.0,13.64,D8,032,x,180
0,tSZ_sim=D14_snap=044_mass=14.48_reds=0.89_ax=x_rot=180,0.89,14.48,D14,044,x,180
0,tSZ_sim=D11_snap=088_mass=14.77_reds=0.03_ax=z_rot=90,0.03,14.77,D11,088,z,90
0,tSZ_sim=D8_snap=044_mass=13.58_reds=0.89_ax=z_rot=180,0.89,13.58,D8,044,z,180
0,tSZ_sim=D20_snap=080_mass=15.03_reds=0.13_ax=x_rot=90,0.13,15.03,D20,080,x,90
0,tSZ_sim=D14_snap=041_mass=14.45_reds=1.00_ax=z_rot=180,1.0,14.45,D14,041,z,180
0,tSZ_sim=D11_snap=044_mass=14.06_reds=0.89_ax=x_rot=270,0.89,14.06,D11,044,x,270
0,tSZ_sim=D25_snap=088_mass=14.52_reds=0.03_ax=z_rot=90,0.03,14.52,D25,088,z,90
0,tSZ_sim=D6_snap=052_mass=14.45_reds=0.65_ax=y_rot=180,0.65,14.45,D6,052,y,180
0,tSZ_sim=D4_snap=036_mass=13.19_reds=1.48_ax=x_rot=270,1.48,13.19,D4,036,x,270
0,tSZ_sim=D5_snap=048_mass=13.76_reds=0.76_ax=z_rot=270,0.76,13.76,D5,048,z,270
0,tSZ_sim=D18_snap=036_mass=14.22_reds=1.48_ax=y_rot=0,1.48,14.22,D18,036,y,0
0,tSZ_sim=D16_snap=056_mass=14.68_reds=0.55_ax=z_rot=90,0.55,14.68,D16,056,z,90
0,tSZ_sim=D14_snap=040_mass=14.48_reds=1.05_ax=x_rot=180,1.05,14.48,D14,040,x,180
0,tSZ_sim=D20_snap=056_mass=14.63_reds=0.55_ax=y_rot=0,0.55,14.63,D20,056,y,0
0,tSZ_sim=D13_snap=044_mass=13.77_reds=0.89_ax=x_rot=270,0.89,13.77,D13,044,x,270
0,tSZ_sim=D10_snap=060_mass=14.64_reds=0.46_ax=x_rot=90,0.46,14.64,D10,060,x,90
0,tSZ_sim=D20_snap=064_mass=14.66_reds=0.38_ax=z_rot=180,0.38,14.66,D20,064,z,180
0,tSZ_sim=D4_snap=068_mass=14.10_reds=0.31_ax=z_rot=270,0.31,14.1,D4,068,z,270
0,tSZ_sim=D7_snap=048_mass=14.39_reds=0.76_ax=x_rot=90,0.76,14.39,D7,048,x,90
0,tSZ_sim=D21_snap=036_mass=14.25_reds=1.48_ax=z_rot=270,1.48,14.25,D21,036,z,270
0,tSZ_sim=D23_snap=088_mass=14.84_reds=0.03_ax=z_rot=180,0.03,14.84,D23,088,z,180
0,tSZ_sim=D28_snap=040_mass=13.58_reds=1.05_ax=x_rot=180,1.05,13.58,D28,040,x,180
0,tSZ_sim=D18_snap=076_mass=14.67_reds=0.19_ax=y_rot=0,0.19,14.67,D18,076,y,0
0,tSZ_sim=D14_snap=064_mass=14.85_reds=0.39_ax=x_rot=90,0.39,14.85,D14,064,x,90
0,tSZ_sim=D9_snap=056_mass=13.65_reds=0.55_ax=z_rot=0,0.55,13.65,D9,056,z,0
0,tSZ_sim=D5_snap=064_mass=13.93_reds=0.38_ax=y_rot=0,0.38,13.93,D5,064,y,0
0,tSZ_sim=D16_snap=032_mass=13.79_reds=2.01_ax=y_rot=270,2.01,13.79,D16,032,y,270
0,tSZ_sim=D11_snap=056_mass=14.40_reds=0.55_ax=y_rot=0,0.55,14.4,D11,056,y,0
0,tSZ_sim=D22_snap=088_mass=15.06_reds=0.03_ax=x_rot=0,0.03,15.06,D22,088,x,0
0,tSZ_sim=D20_snap=060_mass=14.62_reds=0.46_ax=y_rot=0,0.46,14.62,D20,060,y,0
0,tSZ_sim=D7_snap=056_mass=14.48_reds=0.55_ax=x_rot=0,0.55,14.48,D7,056,x,0
0,tSZ_sim=D21_snap=088_mass=14.86_reds=0.03_ax=y_rot=270,0.03,14.86,D21,088,y,270
0,tSZ_sim=D2_snap=040_mass=13.95_reds=1.05_ax=z_rot=270,1.05,13.95,D2,040,z,270
0,tSZ_sim=D1_snap=048_mass=14.43_reds=0.76_ax=x_rot=270,0.76,14.43,D1,048,x,270
0,tSZ_sim=D20_snap=040_mass=14.24_reds=1.05_ax=z_rot=90,1.05,14.24,D20,040,z,90
0,tSZ_sim=D3_snap=080_mass=14.52_reds=0.13_ax=z_rot=90,0.13,14.52,D3,080,z,90
0,tSZ_sim=D6_snap=084_mass=14.81_reds=0.08_ax=x_rot=270,0.08,14.81,D6,084,x,270
0,tSZ_sim=D24_snap=052_mass=14.77_reds=0.65_ax=z_rot=180,0.65,14.77,D24,052,z,180
0,tSZ_sim=D19_snap=044_mass=14.63_reds=0.89_ax=z_rot=270,0.89,14.63,D19,044,z,270
0,tSZ_sim=D13_snap=060_mass=14.30_reds=0.46_ax=y_rot=180,0.46,14.3,D13,060,y,180
0,tSZ_sim=D20_snap=040_mass=14.24_reds=1.05_ax=x_rot=270,1.05,14.24,D20,040,x,270
0,tSZ_sim=D5_snap=072_mass=13.89_reds=0.25_ax=z_rot=270,0.25,13.89,D5,072,z,270
0,tSZ_sim=D11_snap=052_mass=14.20_reds=0.65_ax=y_rot=270,0.65,14.2,D11,052,y,270
0,tSZ_sim=D8_snap=036_mass=13.79_reds=1.48_ax=y_rot=180,1.48,13.79,D8,036,y,180
0,tSZ_sim=D7_snap=036_mass=14.04_reds=1.48_ax=y_rot=180,1.48,14.04,D7,036,y,180
0,tSZ_sim=D1_snap=072_mass=14.87_reds=0.25_ax=x_rot=180,0.25,14.87,D1,072,x,180
0,tSZ_sim=D26_snap=052_mass=14.62_reds=0.65_ax=z_rot=90,0.65,14.62,D26,052,z,90
0,tSZ_sim=D1_snap=064_mass=14.89_reds=0.39_ax=z_rot=90,0.39,14.89,D1,064,z,90
0,tSZ_sim=D6_snap=040_mass=14.10_reds=1.05_ax=x_rot=0,1.05,14.1,D6,040,x,0
0,tSZ_sim=D23_snap=032_mass=13.52_reds=2.01_ax=z_rot=270,2.01,13.52,D23,032,z,270
0,tSZ_sim=D5_snap=036_mass=13.42_reds=1.48_ax=z_rot=270,1.48,13.42,D5,036,z,270
0,tSZ_sim=D9_snap=080_mass=13.83_reds=0.13_ax=x_rot=0,0.13,13.83,D9,080,x,0
0,tSZ_sim=D29_snap=072_mass=14.62_reds=0.25_ax=x_rot=0,0.25,14.62,D29,072,x,0
0,tSZ_sim=D20_snap=036_mass=14.13_reds=1.48_ax=y_rot=90,1.48,14.13,D20,036,y,90
0,tSZ_sim=D8_snap=064_mass=14.15_reds=0.38_ax=y_rot=180,0.38,14.15,D8,064,y,180
0,tSZ_sim=D23_snap=052_mass=14.03_reds=0.65_ax=x_rot=180,0.65,14.03,D23,052,x,180
0,tSZ_sim=D9_snap=064_mass=13.74_reds=0.38_ax=x_rot=270,0.38,13.74,D9,064,x,270
0,tSZ_sim=D6_snap=088_mass=14.83_reds=0.03_ax=z_rot=0,0.03,14.83,D6,088,z,0
0,tSZ_sim=D9_snap=076_mass=13.86_reds=0.19_ax=y_rot=270,0.19,13.86,D9,076,y,270
0,tSZ_sim=D8_snap=052_mass=13.56_reds=0.65_ax=x_rot=0,0.65,13.56,D8,052,x,0
0,tSZ_sim=D12_snap=060_mass=14.35_reds=0.46_ax=z_rot=180,0.46,14.35,D12,060,z,180
0,tSZ_sim=D26_snap=032_mass=13.66_reds=2.01_ax=y_rot=0,2.01,13.66,D26,032,y,0
0,tSZ_sim=D2_snap=048_mass=14.14_reds=0.76_ax=x_rot=180,0.76,14.14,D2,048,x,180
0,tSZ_sim=D6_snap=060_mass=14.50_reds=0.46_ax=x_rot=0,0.46,14.5,D6,060,x,0
0,tSZ_sim=D22_snap=060_mass=14.96_reds=0.46_ax=x_rot=0,0.46,14.96,D22,060,x,0
0,tSZ_sim=D28_snap=064_mass=14.61_reds=0.39_ax=x_rot=0,0.39,14.61,D28,064,x,0
0,tSZ_sim=D4_snap=048_mass=13.87_reds=0.76_ax=z_rot=0,0.76,13.87,D4,048,z,0
0,tSZ_sim=D3_snap=044_mass=14.13_reds=0.89_ax=z_rot=270,0.89,14.13,D3,044,z,270
0,tSZ_sim=D1_snap=072_mass=14.87_reds=0.25_ax=x_rot=270,0.25,14.87,D1,072,x,270
0,tSZ_sim=D4_snap=080_mass=14.16_reds=0.13_ax=z_rot=270,0.13,14.16,D4,080,z,270
0,tSZ_sim=D27_snap=088_mass=14.98_reds=0.03_ax=z_rot=270,0.03,14.98,D27,088,z,270
0,tSZ_sim=D22_snap=052_mass=14.97_reds=0.65_ax=x_rot=180,0.65,14.97,D22,052,x,180
